company_name,company_number,company_type,company_status,sic_codes,industry_sector,incorporation_date,company_age_years,postcode,region,accounts_type,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,has_https,prospect_score,priority_tier,ml_probability,score_industry,score_company_age,score_company_size,score_geography,score_web_presence,reason_industry,reason_company_age,reason_company_size,reason_geography,reason_web_presence
Johnson & Jones Resources,04353283,ltd,active,56210,Accommodation & Food,2015-03-15,10.9,HR1 2NJ,West Midlands,small,4,2,1,1,35,260,10,False,0,4,False,False,72.29,Warm,,61.36,100.0,100.0,28.85,40.0,Accommodation & Food: lift ratio 1.07x,Optimal age: 10.9 years (target: 7-29),Optimal officers: 4; Good filing history: 35,Region: West Midlands,No website detected
TGL Industries,11082327,ltd,active,41100,Construction,2011-09-02,14.4,NG1 8GH,Nottingham,medium,5,1,1,1,51,367,14,False,0,4,True,True,72.2,Warm,,36.49,100.0,100.0,12.5,100.0,Construction: lift ratio 0.64x,Optimal age: 14.4 years (target: 7-29),Optimal officers: 5; Good filing history: 51,Region: Nottingham,Has website with HTTPS
Data PLC,14674855,ltd,active,86230,Health,2025-04-04,0.8,CM1 4DY,Chelmsford,micro-entity,2,1,1,0,1,152,0,False,0,3,True,True,72.18,Warm,,50.0,69.0,93.5,50.0,100.0,Unknown industry,Young company: 0.8 years,Optimal officers: 2; Limited history: 1 filings,Region: Chelmsford,Has website with HTTPS
Swift Limited,01750538,ltd,active,58190,Information & Communication,2021-04-06,4.8,DE1 2DT,Derby,small,5,3,2,0,17,131,4,False,0,1,False,False,72.13,Warm,,61.11,89.0,100.0,50.0,40.0,SIC 58190: high-value indicator,Young company: 4.8 years,Optimal officers: 5; Good filing history: 17,Region: Derby,No website detected
Core Ltd,FC378085,ltd,active,47910,Wholesale & Retail,2008-01-06,18.1,DY1 7FJ,West Midlands,small,8,5,1,0,65,242,18,False,0,3,False,False,72.06,Warm,,61.43,100.0,99.0,28.85,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 18.1 years (target: 7-29),Large org: 8 officers; Good filing history: 65,Region: West Midlands,No website detected
DRI Design,04447632,ltd,active,74909,Professional Services,2024-12-21,1.1,NP1 4FN,Newport,total-exemption-full,1,1,1,0,1,365,0,False,0,1,True,True,72.05,Warm,,52.73,70.5,88.5,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 1.1 years,Small team: 1 officers; Limited history: 1 filings,Region: Newport,Has website with HTTPS
Williams & Wilson Group,10830269,ltd,active,56102,Accommodation & Food,2021-06-24,4.6,CT1 5UY,Kent,total-exemption-full,2,1,1,0,13,354,4,False,0,2,False,False,72.03,Warm,,61.36,88.0,99.5,51.47,40.0,Accommodation & Food: lift ratio 1.07x,Young company: 4.6 years,Optimal officers: 2; Limited history: 13 filings,Region: Kent,No website detected
Urban Capital,06913673,ltd,active,46900,Wholesale & Retail,1997-10-11,28.3,SA1 5SN,Swansea,dormant,1,1,1,0,111,179,28,False,0,2,False,False,71.93,Warm,,61.43,100.0,90.0,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 28.3 years (target: 7-29),Small team: 1 officers; Extensive history: 111 filings,Region: Swansea,No website detected
Walker & Wilson Media,02005722,ltd,active,55100,Accommodation & Food,2024-06-03,1.7,NG1 4KC,Nottingham,dormant,1,1,1,0,4,200,1,False,0,3,True,True,71.86,Warm,,61.36,73.5,90.0,12.5,100.0,Accommodation & Food: lift ratio 1.07x,Young company: 1.7 years,Small team: 1 officers; Limited history: 4 filings,Region: Nottingham,Has website with HTTPS
Williams & Taylor Properties,14912192,ltd,active,73120,Professional Services,2008-06-06,17.7,CV1 5WG,Coventry,micro-entity,3,1,1,0,64,391,17,False,0,3,False,False,71.82,Warm,,52.73,100.0,100.0,50.0,40.0,Professional Services: lift ratio 0.92x,Optimal age: 17.7 years (target: 7-29),Optimal officers: 3; Good filing history: 64,Region: Coventry,No website detected
Net Enterprises,FC335428,ltd,active,72190,Professional Services,2000-02-28,25.9,ST1 1UJ,Staffordshire,total-exemption-full,3,1,1,1,73,62,24,False,0,3,False,False,71.82,Warm,,52.73,100.0,100.0,50.0,40.0,Professional Services: lift ratio 0.92x,Optimal age: 25.9 years (target: 7-29),Optimal officers: 3; Good filing history: 73,Region: Staffordshire,No website detected
Royal UK,09732674,ltd,active,47110,Wholesale & Retail,1990-11-18,35.2,EC2 9WT,London,total-exemption-full,2,1,1,1,108,44,35,False,0,2,False,False,71.61,Warm,,61.43,93.8,95.0,46.74,40.0,Wholesale & Retail: lift ratio 1.08x,Established: 35.2 years,Optimal officers: 2; Extensive history: 108 filings,Region: London,No website detected
Nova Services,02930810,ltd,active,43290,Construction,2022-09-11,3.4,ST1 8MN,Staffordshire,total-exemption-full,1,1,1,0,9,21,3,False,0,3,True,True,71.53,Warm,,40.0,82.0,92.5,50.0,100.0,SIC 43290: high-value indicator,Young company: 3.4 years,Small team: 1 officers; Limited history: 9 filings,Region: Staffordshire,Has website with HTTPS
North Solutions,12934727,other,active,41202,Construction,2022-05-03,3.8,PH1 7YL,Perth,total-exemption-full,1,1,1,1,14,185,3,False,0,3,True,True,71.5,Warm,,36.49,84.0,95.0,50.0,100.0,Construction: lift ratio 0.64x,Young company: 3.8 years,Small team: 1 officers; Good filing history: 14,Region: Perth,Has website with HTTPS
Urban LLP,NI950155,ltd,active,46110,Wholesale & Retail,1988-02-11,38.0,DL1 9BM,Darlington,medium,6,2,1,0,107,100,35,False,0,4,False,False,71.38,Warm,,61.43,91.0,95.0,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Established: 38.0 years,Optimal officers: 6; Extensive history: 107 filings,Region: Darlington,No website detected
Golden International,06357513,ltd,active,69109,Professional Services,2025-08-27,0.4,DG1 2LP,Dumfries,micro-entity,1,1,1,1,1,85,0,False,0,4,True,True,71.35,Warm,,52.73,67.0,88.5,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 0.4 years,Small team: 1 officers; Limited history: 1 filings,Region: Dumfries,Has website with HTTPS
Diamond & Co,07969137,ltd,active,74909,Professional Services,1934-12-16,91.1,OX1 3RS,Oxford,total-exemption-full,16,9,6,1,323,21,91,True,6,3,True,True,71.32,Warm,,52.73,60.0,84.0,75.0,100.0,Professional Services: lift ratio 0.92x,Established: 91.1 years,Large org: 16 officers; Extensive history: 323 filings; Has credit charges (established),Region: Oxford (high-value area),Has website with HTTPS
TNI Industries,07172675,ltd,active,41202,Construction,2019-09-08,6.4,LE1 5FY,Leicester,full,6,2,1,0,21,97,6,False,0,1,True,False,71.32,Warm,,36.49,97.0,100.0,41.67,78.74,Construction: lift ratio 0.64x,Young company: 6.4 years,Optimal officers: 6; Good filing history: 21,Region: Leicester,Has website
Nova Solutions,15107573,ltd,active,46190,Wholesale & Retail,1993-02-23,32.9,WC1 3RL,London,small,10,6,5,0,128,122,32,False,0,4,False,False,71.32,Warm,,61.43,96.1,92.0,46.74,40.0,Wholesale & Retail: lift ratio 1.08x,Established: 32.9 years,Large org: 10 officers; Extensive history: 128 filings,Region: London,No website detected
VRM Development,02952559,ltd,active,59200,Information & Communication,2023-11-14,2.2,LD1 3TE,Wales,micro-entity,3,2,1,0,10,352,2,True,4,1,True,False,71.26,Warm,,54.17,76.0,92.0,50.0,78.74,Information & Communication: lift ratio 0.95x,Young company: 2.2 years,Optimal officers: 3; Limited history: 10 filings; Has credit charges (established),Region: Wales,Has website
RPH Innovations,12994384,ltd,active,73120,Professional Services,2019-09-14,6.4,WA1 8CD,Warrington,micro-entity,3,1,1,0,20,225,6,False,0,2,False,False,71.22,Warm,,52.73,97.0,100.0,50.0,40.0,Professional Services: lift ratio 0.92x,Young company: 6.4 years,Optimal officers: 3; Good filing history: 20,Region: Warrington,No website detected
Dynamic Services,NI123205,ltd,active,86900,Health,2018-01-10,8.1,CT1 7XH,Kent,total-exemption-full,3,1,1,1,24,105,8,False,0,1,False,False,71.15,Warm,,50.0,100.0,100.0,51.47,40.0,Unknown industry,Optimal age: 8.1 years (target: 7-29),Optimal officers: 3; Good filing history: 24,Region: Kent,No website detected
Wilson & Johnson Design,08936405,llp,active,81300,Administrative Services,2026-01-12,0.1,L1 5TR,Liverpool,medium,6,3,1,0,1,29,0,False,0,2,False,False,70.87,Warm,,69.64,65.5,93.5,75.0,40.0,Administrative Services: lift ratio 1.22x,Young company: 0.1 years,Optimal officers: 6; Limited history: 1 filings,Region: Liverpool (high-value area),No website detected
PUD Resources,11367933,ltd,active,71111,Professional Services,2024-01-30,2.0,CB1 8KE,Cambridge,micro-entity,1,1,1,0,7,62,2,False,0,1,True,True,70.78,Warm,,52.73,75.0,91.5,20.83,100.0,Professional Services: lift ratio 0.92x,Young company: 2.0 years,Small team: 1 officers; Limited history: 7 filings,Region: Cambridge,Has website with HTTPS
Jones & Smith Properties,13025952,private-limited-guarant-nsc,active,58190,Information & Communication,1933-06-17,92.6,SK1 2RF,Stockport,medium,20,9,1,1,338,178,92,True,2,2,True,True,70.67,Warm,,61.11,60.0,81.33,50.0,100.0,SIC 58190: high-value indicator,Established: 92.6 years,Large org: 20 officers; Extensive history: 338 filings; Has credit charges (established),Region: Stockport,Has website with HTTPS
Taylor & Taylor Development,11978058,ltd,active,42990,Construction,2010-10-16,15.3,TF1 9HN,West Midlands,small,6,3,3,0,36,309,12,False,0,4,True,False,70.64,Warm,,36.49,100.0,100.0,28.85,78.74,Construction: lift ratio 0.64x,Optimal age: 15.3 years (target: 7-29),Optimal officers: 6; Good filing history: 36,Region: West Midlands,Has website
Quick International,04121650,ltd,active,66190,Finance,2025-07-25,0.5,HD1 8XL,Huddersfield,micro-entity,1,1,1,1,1,250,0,False,0,3,True,True,70.62,Warm,,50.0,67.5,88.5,50.0,100.0,Unknown industry,Young company: 0.5 years,Small team: 1 officers; Limited history: 1 filings,Region: Huddersfield,Has website with HTTPS
XSF Group,04612279,ltd,active,69102,Professional Services,2000-05-21,25.7,SR1 6RN,Sunderland,total-exemption-small,3,1,1,0,92,340,25,False,0,2,False,False,70.57,Warm,,52.73,100.0,95.0,50.0,40.0,Professional Services: lift ratio 0.92x,Optimal age: 25.7 years (target: 7-29),Optimal officers: 3; Extensive history: 92 filings,Region: Sunderland,No website detected
WIS Consulting,13772876,ltd,active,82990,Administrative Services,2024-04-05,1.8,N1 5VD,London,total-exemption-small,3,1,1,0,6,81,1,False,0,2,False,False,70.37,Warm,,69.64,74.0,96.0,46.74,40.0,Administrative Services: lift ratio 1.22x,Young company: 1.8 years,Optimal officers: 3; Limited history: 6 filings,Region: London,No website detected
Crown Ltd,05747180,other,active,68100,Real Estate,2025-06-26,0.6,PE1 1KY,Peterborough,total-exemption-full,4,2,2,0,1,175,0,True,10,1,False,False,70.33,Warm,,78.26,68.0,89.0,50.0,40.0,Real Estate: lift ratio 1.37x,Young company: 0.6 years,Optimal officers: 4; Limited history: 1 filings; Has credit charges (established),Region: Peterborough,No website detected
Nova LLP,01966769,ltd,active,90010,Arts & Entertainment,2018-02-19,8.0,BT5 4PK,Belfast,micro-entity,1,1,1,0,23,297,7,False,0,4,True,True,70.18,Warm,,21.43,100.0,95.0,50.0,100.0,Arts & Entertainment: lift ratio 0.38x,Optimal age: 8.0 years (target: 7-29),Small team: 1 officers; Good filing history: 23,Region: Belfast,Has website with HTTPS
Urban Enterprises,10596480,ltd,active,59112,Information & Communication,2008-06-23,17.6,S1 7SW,Sheffield,total-exemption-full,1,1,1,0,68,332,17,False,0,3,False,False,70.17,Warm,,54.17,100.0,95.0,41.67,40.0,Information & Communication: lift ratio 0.95x,Optimal age: 17.6 years (target: 7-29),Small team: 1 officers; Good filing history: 68,Region: Sheffield,No website detected
Elite & Co,09535161,ltd,active,66190,Finance,2017-03-28,8.9,LE1 7BR,Leicester,small,6,3,1,1,25,67,8,False,0,4,False,False,70.17,Warm,,50.0,100.0,100.0,41.67,40.0,Unknown industry,Optimal age: 8.9 years (target: 7-29),Optimal officers: 6; Good filing history: 25,Region: Leicester,No website detected
Cyber Group,14540890,ltd,active,49320,Transportation,2019-08-05,6.5,NW3 6HJ,London,full,6,4,1,0,18,344,6,False,0,1,False,False,70.17,Warm,,50.0,97.5,100.0,46.74,40.0,Unknown industry,Young company: 6.5 years,Optimal officers: 6; Good filing history: 18,Region: London,No website detected
ADY Marketing,13939013,ltd,active,71111,Professional Services,2019-05-21,6.7,WC1 1HC,London,total-exemption-full,1,1,1,1,21,236,6,False,0,2,False,False,69.94,Warm,,52.73,98.5,95.0,46.74,40.0,Professional Services: lift ratio 0.92x,Young company: 6.7 years,Small team: 1 officers; Good filing history: 21,Region: London,No website detected
South PLC,08109386,ltd,active,49410,Transportation,2017-12-04,8.2,ME1 8UP,Kent,total-exemption-full,1,1,1,0,20,294,6,False,0,4,False,False,69.9,Warm,,50.0,100.0,95.0,51.47,40.0,Unknown industry,Optimal age: 8.2 years (target: 7-29),Small team: 1 officers; Good filing history: 20,Region: Kent,No website detected
HSN Trading,14101695,ltd,active,69109,Professional Services,2003-12-28,22.1,NW3 6HY,London,full,5,3,3,0,63,372,21,True,2,4,False,False,69.83,Warm,,52.73,100.0,93.33,46.74,40.0,Professional Services: lift ratio 0.92x,Optimal age: 22.1 years (target: 7-29),Optimal officers: 5; Good filing history: 63; Has credit charges (established),Region: London,No website detected
WIO Capital,07454081,private-limited-guarant-nsc,active,58190,Information & Communication,2022-12-30,3.1,DG1 3CW,Dumfries,micro-entity,3,1,1,0,9,257,3,False,0,1,False,False,69.81,Warm,,61.11,80.5,97.5,50.0,40.0,SIC 58190: high-value indicator,Young company: 3.1 years,Optimal officers: 3; Limited history: 9 filings,Region: Dumfries,No website detected
Nova LLP,13919295,ltd,active,93110,Arts & Entertainment,2015-03-20,10.9,AB1 9JH,Aberdeen,total-exemption-full,2,1,1,0,30,84,10,True,3,2,True,True,69.76,Warm,,21.43,100.0,93.33,50.0,100.0,Arts & Entertainment: lift ratio 0.38x,Optimal age: 10.9 years (target: 7-29),Optimal officers: 2; Good filing history: 30; Has credit charges (established),Region: Aberdeen,Has website with HTTPS
Express Ltd,NI609442,ltd,active,62090,Information & Communication,2002-04-04,23.8,LN1 5XF,East Midlands,total-exemption-full,7,3,2,0,90,20,23,True,5,1,False,False,69.75,Warm,,54.17,100.0,90.0,50.0,40.0,Information & Communication: lift ratio 0.95x,Optimal age: 23.8 years (target: 7-29),Optimal officers: 7; Extensive history: 90 filings; Has credit charges (established),Region: East Midlands,No website detected
Evans & Walker Media,06667933,private-unlimited,active,52290,Transportation,2010-10-13,15.3,BB1 9GM,Lancashire,total-exemption-full,3,1,1,0,38,232,12,False,0,2,False,False,69.75,Warm,,50.0,100.0,100.0,37.5,40.0,Unknown industry,Optimal age: 15.3 years (target: 7-29),Optimal officers: 3; Good filing history: 38,Region: Lancashire,No website detected
Central Innovations,04125790,ltd,active,45200,Wholesale & Retail,2021-09-09,4.4,BA1 9FP,Bath,total-exemption-small,1,1,1,0,7,393,2,False,0,3,False,False,69.7,Warm,,61.43,87.0,91.5,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Young company: 4.4 years,Small team: 1 officers; Limited history: 7 filings,Region: Bath,No website detected
Apex & Co,03795846,ltd,active,70100,Professional Services,2007-04-20,18.8,WS1 4WN,West Midlands,full,4,2,2,0,46,105,15,False,0,3,False,False,69.7,Warm,,52.73,100.0,100.0,28.85,40.0,Professional Services: lift ratio 0.92x,Optimal age: 18.8 years (target: 7-29),Optimal officers: 4; Good filing history: 46,Region: West Midlands,No website detected
Jones & Wright Group,14078018,ltd,active,47910,Wholesale & Retail,2023-04-02,2.8,WF1 8NY,Wakefield,full,5,2,1,0,9,176,2,False,0,4,False,False,69.6,Warm,,61.43,79.0,97.5,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Young company: 2.8 years,Optimal officers: 5; Limited history: 9 filings,Region: Wakefield,No website detected
Vertex Innovations,09582547,ltd,active,42210,Construction,1990-06-07,35.7,BT1 1YY,Belfast,small,10,3,3,0,106,332,35,False,0,4,True,False,69.42,Warm,,36.49,93.3,92.0,50.0,78.74,Construction: lift ratio 0.64x,Established: 35.7 years,Large org: 10 officers; Extensive history: 106 filings,Region: Belfast,Has website
Tech Management,07204577,ltd,active,71200,Professional Services,1994-11-15,31.2,BL1 5XV,Bolton,full,10,5,4,1,96,254,31,False,0,1,False,False,69.38,Warm,,52.73,97.8,92.0,50.0,40.0,Professional Services: lift ratio 0.92x,Established: 31.2 years,Large org: 10 officers; Extensive history: 96 filings,Region: Bolton,No website detected
West Capital,07864256,other,active,73110,Professional Services,1990-05-18,35.7,BT3 5XS,Belfast,full,4,2,1,0,114,354,35,False,0,4,False,False,69.23,Warm,,52.73,93.3,95.0,50.0,40.0,Professional Services: lift ratio 0.92x,Established: 35.7 years,Optimal officers: 4; Extensive history: 114 filings,Region: Belfast,No website detected
XFM Properties,08338380,ltd,active,72190,Professional Services,2025-12-18,0.1,SA1 4AP,Swansea,total-exemption-full,2,1,1,1,1,128,0,False,0,1,True,False,69.11,Warm,,52.73,65.5,93.5,50.0,78.74,Professional Services: lift ratio 0.92x,Young company: 0.1 years,Optimal officers: 2; Limited history: 1 filings,Region: Swansea,Has website
PCZ Development,03548252,ltd,active,86220,Health,2016-09-12,9.4,WC1 1LM,London,total-exemption-small,2,1,1,0,33,36,9,True,2,1,False,False,69.01,Warm,,50.0,100.0,93.33,46.74,40.0,Unknown industry,Optimal age: 9.4 years (target: 7-29),Optimal officers: 2; Good filing history: 33; Has credit charges (established),Region: London,No website detected
Digital UK,03739207,ltd,active,85100,Education,2024-10-17,1.3,ST1 2RK,Staffordshire,medium,4,2,2,0,1,376,0,False,0,4,True,True,68.93,Warm,,37.5,71.5,93.5,50.0,100.0,Education: lift ratio 0.66x,Young company: 1.3 years,Optimal officers: 4; Limited history: 1 filings,Region: Staffordshire,Has website with HTTPS
Quantum & Co,08695022,private-limited-guarant-nsc,active,66190,Finance,2016-04-11,9.8,WS1 3BC,West Midlands,medium,6,3,1,0,31,85,9,False,0,4,False,False,68.88,Warm,,50.0,100.0,100.0,28.85,40.0,Unknown industry,Optimal age: 9.8 years (target: 7-29),Optimal officers: 6; Good filing history: 31,Region: West Midlands,No website detected
NBK Holdings,11695534,ltd,active,82990,Administrative Services,2025-06-12,0.6,LN1 9VW,East Midlands,small,5,2,2,0,1,118,0,False,0,1,False,False,68.87,Warm,,69.64,68.0,93.5,50.0,40.0,Administrative Services: lift ratio 1.22x,Young company: 0.6 years,Optimal officers: 5; Limited history: 1 filings,Region: East Midlands,No website detected
Sterling Engineering,NI189814,ltd,active,46110,Wholesale & Retail,2023-07-22,2.5,M1 1JT,Manchester,small,3,2,1,0,5,384,1,False,0,4,False,False,68.8,Warm,,61.43,77.5,95.5,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Young company: 2.5 years,Optimal officers: 3; Limited history: 5 filings,Region: Manchester,No website detected
Speedy Associates,14099071,other,active,86101,Health,1974-06-11,51.6,WS1 1WC,West Midlands,medium,8,2,2,0,152,263,50,False,0,4,True,False,68.68,Warm,,50.0,77.4,94.0,28.85,78.74,Unknown industry,Established: 51.6 years,Large org: 8 officers; Extensive history: 152 filings,Region: West Midlands,Has website
VAF Innovations,06485409,ltd,active,46190,Wholesale & Retail,1946-02-03,80.0,PH1 8JV,Perth,small,14,7,2,0,178,88,59,True,3,3,True,False,68.57,Warm,,61.43,60.0,85.33,50.0,78.74,Wholesale & Retail: lift ratio 1.08x,Established: 80.0 years,Large org: 14 officers; Extensive history: 178 filings; Has credit charges (established),Region: Perth,Has website
ZBI Capital,14077113,ltd,active,70229,Professional Services,1986-11-17,39.2,SK1 6YD,Stockport,full,6,2,1,1,144,261,39,False,0,4,False,False,68.53,Warm,,52.73,89.8,95.0,50.0,40.0,Professional Services: lift ratio 0.92x,Established: 39.2 years,Optimal officers: 6; Extensive history: 144 filings,Region: Stockport,No website detected
Atlas Innovations,04346346,ltd,active,46190,Wholesale & Retail,2024-02-13,2.0,DH1 3VP,Durham,total-exemption-full,3,1,1,1,6,339,1,False,0,2,False,False,68.43,Warm,,61.43,75.0,96.0,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Young company: 2.0 years,Optimal officers: 3; Limited history: 6 filings,Region: Durham,No website detected
Digital Marketing,07380211,private-limited-guarant-nsc,active,49410,Transportation,2020-02-12,6.0,HX1 3VN,Halifax,micro-entity,2,1,1,0,22,333,5,True,9,2,False,False,68.33,Warm,,50.0,95.0,93.33,50.0,40.0,Unknown industry,Young company: 6.0 years,Optimal officers: 2; Good filing history: 22; Has credit charges (established),Region: Halifax,No website detected
Prime & Co,02905181,ltd,active,43341,Construction,2017-09-02,8.4,TW1 5WU,Middlesex,total-exemption-full,3,2,1,0,21,342,7,False,0,4,False,False,68.2,Warm,,36.49,100.0,100.0,62.5,40.0,Construction: lift ratio 0.64x,Optimal age: 8.4 years (target: 7-29),Optimal officers: 3; Good filing history: 21,Region: Middlesex,No website detected
Info International,07900204,private-limited-guarant-nsc,active,82110,Administrative Services,2025-04-05,0.8,LA1 8PX,Lancashire,small,5,2,2,1,4,235,0,False,0,1,False,False,68.19,Warm,,69.64,69.0,95.0,37.5,40.0,Administrative Services: lift ratio 1.22x,Young company: 0.8 years,Optimal officers: 5; Limited history: 4 filings,Region: Lancashire,No website detected
Walker & Evans Management,13092505,ltd,active,96020,Other Services,2023-02-24,2.9,CO1 6MM,Colchester,micro-entity,1,1,1,1,11,88,2,False,0,1,True,False,68.09,Warm,,40.0,79.5,93.5,50.0,78.74,Other Services: lift ratio 0.70x,Young company: 2.9 years,Small team: 1 officers; Limited history: 11 filings,Region: Colchester,Has website
Net Development,06950248,ltd,active,66120,Finance,2022-03-01,3.9,TN1 4SH,Kent,micro-entity,2,1,1,1,16,183,3,False,0,2,False,False,68.05,Warm,,50.0,84.5,100.0,51.47,40.0,Unknown industry,Young company: 3.9 years,Optimal officers: 2; Good filing history: 16,Region: Kent,No website detected
KDV Engineering,06395382,ltd,active,43210,Construction,2025-03-26,0.9,EC2 1HX,London,total-exemption-full,5,1,1,1,2,119,0,False,0,1,True,True,68.02,Warm,,36.49,69.5,94.0,46.74,100.0,Construction: lift ratio 0.64x,Young company: 0.9 years,Optimal officers: 5; Limited history: 2 filings,Region: London,Has website with HTTPS
Evans & Davies Communications,07215008,ltd,active,94120,Other Services,2015-06-28,10.6,BT3 5FC,Belfast,small,5,1,1,0,39,265,10,False,0,3,False,False,68.0,Warm,,40.0,100.0,100.0,50.0,40.0,Other Services: lift ratio 0.70x,Optimal age: 10.6 years (target: 7-29),Optimal officers: 5; Good filing history: 39,Region: Belfast,No website detected
Crown LLP,10942692,ltd,active,94110,Other Services,2009-06-11,16.6,BN1 4LL,Brighton,total-exemption-full,7,5,5,0,45,291,15,False,0,2,False,False,68.0,Warm,,40.0,100.0,100.0,50.0,40.0,Other Services: lift ratio 0.70x,Optimal age: 16.6 years (target: 7-29),Optimal officers: 7; Good filing history: 45,Region: Brighton,No website detected
UBZ Partners,NI115017,ltd,active,94990,Other Services,2017-06-11,8.6,SN1 5WD,Swindon,total-exemption-full,6,3,2,0,22,83,7,False,0,1,False,False,68.0,Warm,,40.0,100.0,100.0,50.0,40.0,Other Services: lift ratio 0.70x,Optimal age: 8.6 years (target: 7-29),Optimal officers: 6; Good filing history: 22,Region: Swindon,No website detected
Wilson & Jones Technologies,06995607,ltd,active,68100,Real Estate,1956-05-30,69.7,HU1 9YU,Hull,total-exemption-full,16,10,5,0,140,220,46,False,0,3,False,False,67.98,Warm,,78.26,60.0,86.0,50.0,40.0,Real Estate: lift ratio 1.37x,Established: 69.7 years,Large org: 16 officers; Extensive history: 140 filings,Region: Hull,No website detected
Blue International,03493443,ltd,active,90020,Arts & Entertainment,2016-03-14,9.9,SW1 9PE,London,small,5,2,2,0,35,37,9,False,0,2,True,False,67.91,Warm,,21.43,100.0,100.0,46.74,78.74,Arts & Entertainment: lift ratio 0.38x,Optimal age: 9.9 years (target: 7-29),Optimal officers: 5; Good filing history: 35,Region: London,Has website
Metro Capital,06060836,ltd,active,41201,Construction,2020-08-29,5.4,TR1 3PW,Cornwall,small,4,1,1,1,17,115,5,False,0,2,False,False,67.85,Warm,,36.49,92.0,100.0,75.0,40.0,Construction: lift ratio 0.64x,Young company: 5.4 years,Optimal officers: 4; Good filing history: 17,Region: Cornwall (high-value area),No website detected
Royal Ltd,05566565,ltd,active,68209,Real Estate,1957-12-16,68.1,N1 8DC,London,small,16,9,6,0,179,178,59,False,0,3,False,False,67.83,Warm,,78.26,60.9,86.0,46.74,40.0,Real Estate: lift ratio 1.37x,Established: 68.1 years,Large org: 16 officers; Extensive history: 179 filings,Region: London,No website detected
Quick Ltd,SC629018,ltd,active,49320,Transportation,1987-05-10,38.7,CO1 4YL,Colchester,small,4,2,2,0,154,65,38,False,0,4,False,False,67.81,Warm,,50.0,90.3,95.0,50.0,40.0,Unknown industry,Established: 38.7 years,Optimal officers: 4; Extensive history: 154 filings,Region: Colchester,No website detected
QLH Innovations,FC493124,ltd,active,52290,Transportation,2021-09-21,4.4,ML1 3JB,Motherwell,total-exemption-small,2,1,1,0,9,124,3,False,0,1,False,False,67.78,Warm,,50.0,87.0,97.5,50.0,40.0,Unknown industry,Young company: 4.4 years,Optimal officers: 2; Limited history: 9 filings,Region: Motherwell,No website detected
Smith & Wright Capital,07760247,ltd,active,46760,Wholesale & Retail,1952-07-23,73.5,L1 9YM,Liverpool,small,13,4,2,0,191,353,63,False,0,1,False,False,67.75,Warm,,66.67,60.0,89.0,75.0,40.0,SIC 46760: high-value indicator,Established: 73.5 years,Large org: 13 officers; Extensive history: 191 filings,Region: Liverpool (high-value area),No website detected
Jones & Brown Industries,09740844,private-limited-guarant-nsc,active,94910,Other Services,1998-10-03,27.3,E14 4SM,London,micro-entity,3,1,1,0,82,128,27,False,0,3,False,False,67.67,Warm,,40.0,100.0,100.0,46.74,40.0,Other Services: lift ratio 0.70x,Optimal age: 27.3 years (target: 7-29),Optimal officers: 3; Good filing history: 82,Region: London,No website detected
Eco PLC,15870247,ltd,active,96090,Other Services,2017-03-01,8.9,EC2 6LP,London,total-exemption-full,3,2,2,0,35,330,8,False,0,1,False,False,67.67,Warm,,40.0,100.0,100.0,46.74,40.0,Other Services: lift ratio 0.70x,Optimal age: 8.9 years (target: 7-29),Optimal officers: 3; Good filing history: 35,Region: London,No website detected
Tech Resources,13488730,ltd,active,58142,Information & Communication,1980-05-25,45.7,IV1 9YN,Inverness,total-exemption-full,5,2,2,0,154,231,45,False,0,1,False,False,67.66,Warm,,54.17,83.3,95.0,50.0,40.0,Information & Communication: lift ratio 0.95x,Established: 45.7 years,Optimal officers: 5; Extensive history: 154 filings,Region: Inverness,No website detected
Jones & Roberts Trading,06869018,ltd,active,43290,Construction,2019-03-25,6.9,NW1 8RT,London,total-exemption-small,3,1,1,0,20,168,6,False,0,4,False,False,67.57,Warm,,40.0,99.5,100.0,46.74,40.0,SIC 43290: high-value indicator,Young company: 6.9 years,Optimal officers: 3; Good filing history: 20,Region: London,No website detected
Phoenix International,NI254525,ltd,active,90030,Arts & Entertainment,2019-10-26,6.3,JE1 7VF,Jersey,total-exemption-full,3,1,1,0,21,140,6,False,0,2,True,False,67.54,Warm,,21.43,96.5,100.0,50.0,78.74,Arts & Entertainment: lift ratio 0.38x,Young company: 6.3 years,Optimal officers: 3; Good filing history: 21,Region: Jersey,Has website
Jones & Brown Solutions,04686979,ltd,active,86210,Health,2020-07-04,5.6,E1 3YV,London,total-exemption-full,1,1,1,0,10,52,3,False,0,2,False,False,67.52,Warm,,50.0,93.0,93.0,46.74,40.0,Unknown industry,Young company: 5.6 years,Small team: 1 officers; Limited history: 10 filings,Region: London,No website detected
